HIAN_Done,name,category,subcategory,description,profession,specialization,period,title,equititle,family,custom,ke,othernames,theme,birthanddeath
true,Đông Các,Địa danh,,"Đông Các là một giáp (đơn vị nhỏ hơn của phường, làng hoặc trại) của phường Thịnh Quang. Đình Đông Các vốn là đình của thôn Trung, xã Thịnh Hào cũ, tại ngõ gọi là ngõ Đình Đông (trùng tên với một ngõ trên phố Bạch Mai), ngõ này hiện tại không còn tồn tại. Đình thờ Anh Đoán đại vương, hoàng thái hậu, công chúa Bảo Hoa và đại vương Tây Hưng.",,,,,,,,,,,
false,Đồng Cổ,Di tích,,,,,,,,,,,,,
false,Đồng Dinh,Không rõ,,,,,,,,,,,,,
false,Đồng Dương,Không rõ,,,,,,,,,,,,,
false,Đồng Hoàng,Không rõ,,,,,,,,,,,,,
false,Đông Kiều,Không rõ,,,,,,,,,,,,,
false,Đống Kỳ,Không rõ,,,,,,,,,,,,,
false,Động Lãm,Địa danh,,,,,,,,,,,,,
false,Đống Mác,Địa danh,,,,,,,,,,,,,
false,Đồng Me,Không rõ,,,,,,,,,,,,,
false,Đồng Mơ,Không rõ,,,,,,,,,,,,,
false,Đông Ngạc,Địa danh,,,,,,,,,,Kẻ Vẽ,,,
false,Đồng Nhân,Địa danh,,,,,,,,,,,,,
false,Đông Quan,Địa danh,,,,,,,,,,,,,
false,Đồng Sợi,Địa danh,,,,,,,,,,,,,
true,Đông Tác,Địa danh,,"Đông Tác (tránh nhầm với Đông Các) là một làng cổ ở phía Tây Nam Hà Nội. Làng vốn thuộc tổng Tả Nghiêm, huyện Thọ Xương, sau thuộc tổng Kim Liên, huyện Thọ Xương, nay thuộc phường Kim Liên. Làng gồm hai xóm là Trung Tự, chạy dọc theo Đê La Thành và xóm Cam Đường (tại vị trí khu tập thể Trung Tự hiện nay). Vào thời Lê, một bộ phận dân làng lên khu vực Cầu Gỗ và Hàng Bạc mở cửa hàng, tự nhuộm quần áo hoặc đem cho dân làng Kim Hoa (còn gọi là làng Đồng Lầm) nhuộm. Phần đông các gia đình này ở lại và lập các thôn Đông Tác Nhiễm Thượng, Đông Tác Nhiễm Trung và Đông Tác Nhiễm Hạ (nhiễm nghĩa là nhuộm - các làng này hiện nay ở khu vực phố Chợ Gạo, chợ Đồng Xuân, Hàng Dầu, Cầu Gỗ, Hàng Bạc). Trong làng có ông Nguyễn Hy Quang đỗ Giải nguyên năm 1657 và đỗ khoa Sĩ vọng năm 1670, được bổ chức Giáo thụ phủ Thường Tín và Lang trung bộ Lại kiêm Tri bộ Hộ. Ngoài ra còn có ông Nguyễn Trù, đỗ Hoàng giáp khoa năm 1697, làm quan trải các chức Đốc trấn Cao Bằng, Hữu Thị lang bộ Hình, kiêm Tư nghiệp Quốc Tử Giám.",,Nhuộm quần áo,,,,,,,,,
false,Đông Thái,Địa danh,,,,,,,,,,,,,
false,Đông Thắng,Không rõ,,,,,,,,,,,,,
false,Đồng Thanh,Không rõ,,,,,,,,,,,,,
false,Đông Thiên,Địa danh,,,,,,,,,,,,,
false,Đồng Tiến,Không rõ,,,,,,,,,,,,,
true,Đông Trù,Địa danh,,"Đông Trù là tên một ngôi làng ở phía Tây Hà Nội. Làng trước thuộc tổng Cói hay Cối Giang, huyện Đông Ngàn, phủ Từ Sơn, trấn Kinh Bắc, nay Cầu Đông Trù nằm giữa hai phường Việt Hưng và Bồ Đề, bắc qua sông Đuống và nối sang xã Đông Anh. Theo sách ""Tên làng xã Việt Nam đầu thế kỷ XIX"", làng có tên Nôm là Ông Xá, có lẽ đổi thành Đông Trù từ đầu thời vua Minh Mạng. Tuy nhiên lại có ý kiến rằng hai tên này được sử dụng chung với nhau, trong đó Ông Xá dùng trong văn bản hành chính, còn Đông Trù dùng trong dân gian. Làng Đông Trù nằm trên sông Đuống, trên đường các vua Lý du ngoạn và về quê tế lễ tổ tiên ở Đình Bảng. Làng gắn với khái niệm Hoa Lâm lục thôn (vườn hoa 6 thôn), là một vườn hoa trên sông Đuống, bao gồm 6 làng nằm trong xã Hoa Lâm là Du Lâm, Mai Hiên, Lê Xá, Phúc Thọ, Thái Đường và Đông Trù. Trong đó, Đông Trù có nhiều đầu bếp giỏi nấu ăn cho vua và hoàng tộc (Đông Trù có nghĩa là bếp ở phía Đông). Cư dân chủ yếu làm nghề trồng dâu, mía và thầu dâu ở vùng bãi, có nghề thủ công làm mật mía và làm hàng xáo. Làng gồm 2 trại, trại phía Tây đình làng và trại Vườn Hồng ven sông; trước đây còn có xóm Lẻ bên kia sông Đuống, sau này xóm nhập vào xã Thượng Thanh (huyện Gia Lâm), đổi tên thành xóm Hoà Bình. Đình làng thờ hai vợ chồng ông Đào Kỳ - Phương Dung, là các tướng của Hai Bà Trưng.",,"Làm mật mía, làm hàng xáo",,,,,Hội làng tổ chức vào mồng 10 tháng 3,,Ông Xá,,
true,Đồng Xuân,Địa danh,,"Đồng Xuân là tên một thôn cũ trong khu vực 36 phố phường. Thôn trước đây thuộc tổng Hậu Túc, huyện Thọ Xương, sau thuộc tổng Đồng Xuân, huyện Thọ Xương. Nay phố và ngõ Đồng Xuân thuộc phường Hoàn Kiếm. Ở đây có Chợ Đồng Xuân được xây dựng dựa trên hai ngôi chợ cổ của Thăng Long là chợ Bạch Mã và chợ Cầu Đông. Chợ Bạch Mã ở cạnh đền Bạch Mã (nay là số 76 phố Hàng Buồm). Chợ Cầu Đông ở cạnh chùa Cầu Đông (nay là số 38B phố Hàng Đường). Cả hai chợ này đều nằm trên bờ sông Tô Lịch cũ. Năm 1890, người Pháp cho lấp sông Tô Lịch, mở phố phường nên dồn hai chợ vào bãi đất trống cạnh đình Đồng Xuân. Chợ Đồng Xuân đóng vai trò chợ đầu mối, chủ yếu dành cho bán buôn, nhưng vẫn có quầy bán lẻ.",,,,,,,,,,,
true,Đức Diễn,Địa danh,,"Đức Diễn là một làng cổ thuộc vùng Kẻ Diễn, nay nằm trong địa phận phường Phúc Diễn, quận Bắc Từ Liêm, Hà Nội. Làng nổi tiếng với truyền thống nghề phụ như hàn nồi đồng, buôn bán lông gà lông vịt và đồng nát, từng là nguồn sinh kế chính của nhiều hộ dân. Đình Đức Diễn thờ Đức Thánh Tam Giang – vị tướng thủy quân thời Hùng Vương, còn lưu giữ nhiều sắc phong cổ từ thời Lê và Nguyễn. Làng có vị trí gần đường Hồ Tùng Mậu, là một trong những điểm dân cư lâu đời phía Tây kinh thành Thăng Long, góp phần hình thành vùng đô thị hóa hiện đại của Hà Nội.",,"Hàn nồi đồng, buôn bán lông gà lông vịt, đồng nát",,,,,,Kẻ Diễn,,,
false,Đức Giang,Địa danh,,,,,,,,,,,,,
false,Đức Thắng,Địa danh,,,,,,,,,,,,,
true,Dương Bá Trạc,Nhân vật lịch sử,Cách mạng,"Dương Bá Trạc sinh tại làng Phú Thị, tổng Mễ Sở, huyện Khoái Châu (nay thuộc huyện Văn Giang, tỉnh Hưng Yên). Từ nhỏ nổi tiếng thông minh, năm 16 tuổi thi đỗ cử nhân. Ông sớm tham gia các hoạt động yêu nước, từng cùng Phan Châu Trinh và Hoàng Hoa Thám bàn việc nước, sau đó góp phần sáng lập Đông Kinh Nghĩa Thục, nơi cổ vũ tư tưởng canh tân và khai sáng dân trí. Ông bị thực dân Pháp bắt, đày ra Côn Đảo rồi an trí tại Long Xuyên. Sau khi được thả, ông tiếp tục hoạt động báo chí và văn chương, để lại nhiều tác phẩm có giá trị, đồng thời góp phần thúc đẩy phong trào đổi mới tư tưởng trong xã hội Việt Nam đầu thế kỷ XX.","Nhà thơ, nhà báo, nhà cách mạng",,Nhà Nguyễn & Pháp thuộc,"Đồng sáng lập Đông Kinh Nghĩa Thục, thành viên phong trào Duy Tân",,,,,,,1884 - 1944
true,Dương Đình Nghệ,Nhân vật lịch sử,Lãnh đạo,"Dương Đình Nghệ sinh tại làng Giàng, Ái Châu, nay thuộc xã Thiệu Dương, huyện Thiệu Hóa, tỉnh Thanh Hóa. Ông từng là bộ tướng của Khúc Hạo và Khúc Thừa Mỹ, có vai trò quan trọng trong việc bảo vệ và giành lại quyền tự chủ cho Giao Châu. Năm 931, ông tập hợp 3.000 nghĩa sĩ từ Ái Châu tiến ra Đại La, đánh bại quân Nam Hán và tự xưng là Tiết độ sứ. Trong thời gian cai trị, ông duy trì ổn định vùng đất Giao Châu và thu hút nhiều hào kiệt như Ngô Quyền, Phạm Bạch Hổ, Đinh Công Trứ về tụ nghĩa. Năm 937, ông bị tướng dưới quyền là Kiều Công Tiễn sát hại, dẫn đến sự kiện Ngô Quyền đánh bại quân Nam Hán tại Bạch Đằng năm 938.","Nhà quân sự, chính trị gia",,Bắc Thuộc & khởi nghĩa,Tiết độ sứ Tĩnh Hải quân,,Bố vợ của Ngô Quyền,,,,,22/11/874 - 937
false,Đường Hoa,Không rõ,,,,,,,,,,,,,
true,Dương Khuê,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Dương Khuê sinh tại làng Vân Đình, huyện Sơn Minh, phủ Ứng Hòa, tỉnh Hà Đông (nay thuộc Hà Nội). Ông đỗ Tiến sĩ năm 1868 dưới triều vua Tự Đức và từng giữ nhiều chức vụ quan trọng trong bộ máy hành chính nhà Nguyễn. Ngoài sự nghiệp chính trị, ông còn là một nhà thơ nổi tiếng với tập “Vân Trì thi thảo” và nhiều bài ca trù, câu đối, văn tế. Bài thơ “Khóc bạn” của Nguyễn Khuyến viết để tiễn biệt ông được xem là một trong những áng thơ hay nhất về tình bạn trong văn học Việt Nam. Dương Khuê có đóng góp đáng kể vào sự phát triển của nghệ thuật ca trù và văn học nho học cuối thế kỷ XIX.","Nhà giáo, nhà thơ, quan lại",,Nhà Nguyễn & Pháp thuộc,"Tri phủ Bình Giang, Bố chính, Án sát Hải Phòng, Đốc học Nam Định, Tham tá Nha kinh lược Bắc Kỳ, Tổng đốc Nam Định – Ninh Bình, Thượng thư Bộ Binh",,,,,,,1839 - 6/3/1902
true,Dương Lâm,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Dương Lâm sinh tại làng Vân Đình, phủ Ứng Hòa, tỉnh Hà Đông (nay thuộc Hà Nội), trong một gia đình nho học có truyền thống văn chương. Ông là em ruột của nhà thơ Dương Khuê. Sau khi đỗ Cử nhân năm 1878, ông đảm nhiệm nhiều chức vụ trong triều đình nhà Nguyễn, từ cấp huyện đến cấp tỉnh. Trong thời gian làm quan, ông từng lập công dẹp loạn ở Bắc Giang, cứu dân khỏi nạn buôn người. Về cuối đời, ông mở trường dạy học và viết văn. Tác phẩm tiêu biểu của ông là “Vân Đình thi văn tập”, gồm thơ chữ Hán và chữ Nôm, phản ánh tâm tư và thời cuộc cuối thế kỷ XIX.","Quan lại, nhà giáo, nhà thơ",,Nhà Nguyễn & Pháp thuộc,"Huấn đạo Ý Yên, Tri huyện Hoài Yên, Bang tá Nha Kinh lược Bắc Kỳ, Án sát Hưng Yên, Bố chính Sơn Tây, Tuần phủ Thái Bình, Tham tri Nha Kinh lược Bắc Kỳ, Thượng thư Bộ Công, Phó Tổng tài Quốc sử quán, Tổng đốc Bình Phú, Hiệp tá Đại học sĩ, Khánh Vân nam",,,,,,,18/12/1851 - 1920
false,Dương Nội,Địa danh,,,,,,,,,,,,,
true,Dương Quảng Hàm,Nhân vật lịch sử,Giáo dục,"Dương Quảng Hàm sinh tại làng Phú Thị, xã Mễ Sở, huyện Văn Giang, tỉnh Hưng Yên, trong một gia đình nho học. Ông tốt nghiệp thủ khoa Trường Cao đẳng Sư phạm Đông Dương năm 1920 và giảng dạy tại Trường Bưởi suốt hơn hai thập kỷ. Sau Cách mạng tháng Tám, ông được bổ nhiệm làm Tổng Thanh tra Trung học vụ và sau đó là Hiệu trưởng Trường Bưởi. Ông là tác giả của các công trình nghiên cứu văn học như Việt Nam văn học sử yếu (1941) và Việt Nam thi văn hợp tuyển (1942), có ảnh hưởng lớn trong giáo dục phổ thông. Ông mất trong những ngày đầu toàn quốc kháng chiến tại Hà Nội.","Nhà giáo, nhà nghiên cứu văn học",,Nhà Nguyễn & Pháp thuộc,Hiệu trưởng Trường Bưởi; Tổng Thanh tra Trung học vụ,,,,,,,14/7/1898 - 23/12/1946
false,Đường Thành,Địa danh,,,,,,,,,,,,,
true,Dương Văn An,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Dương Văn An là một sử thần thời nhà Mạc, quê ở Tuy Lộc, huyện Phú Vang, phủ Triệu Phong (nay thuộc tỉnh Thừa Thiên Huế). Ông từng giữ chức Hiến sát sứ Thuận Hóa, chuyên giám sát việc thi hành pháp luật và đạo đức quan lại. Trong thời gian làm việc tại vùng đất Thuận Hóa, ông biên soạn bộ sách Ô Châu cận lục, ghi chép tỉ mỉ về địa lý, lịch sử, nhân vật và sản vật của các vùng đất từ Quảng Bình đến Quảng Nam. Đây là một trong những tài liệu địa phương chí sớm nhất và quý giá nhất của Việt Nam, góp phần bảo tồn tri thức văn hóa vùng miền.","Nhà sử học, quan lại",,Phân tranh,Hiến sát sứ Thuận Hóa,,,,,,,1514 - 1591
true,Dương Văn Bé,Nhân vật lịch sử,Cách mạng,"Dương Văn Bé sinh tại làng Vĩnh Tuy, nay thuộc quận Hai Bà Trưng, Hà Nội. Ông từng làm thợ học việc tại xưởng cơ khí Fevreau trước khi tham gia lực lượng tự vệ và quân báo Đại đội 3, quận 6, Mặt trận Hà Nội. Trong chiến dịch đầu năm 1947, ông xung phong thực hiện nhiệm vụ cảm tử, ôm bom phá bốt Vĩnh Tuy do quân Pháp chiếm đóng. Vụ nổ rạng sáng ngày 10/4/1947 đã tiêu diệt khoảng 20 lính Âu Phi và phá hủy nhiều vũ khí. Ông hy sinh tại chỗ. Năm 2010, ông được truy tặng danh hiệu Anh hùng Lực lượng Vũ trang Nhân dân. Tên ông được đặt cho một con phố tại Vĩnh Tuy để tưởng nhớ công lao của ông.",Chiến sĩ quân báo; Chiến sĩ cảm tử,,Nhà Nguyễn & Pháp thuộc,Anh hùng Lực lượng vũ trang nhân dân,,,,,,,1927 - 10/4/1947
true,Duy Tân,Nhân vật lịch sử,Phong kiến,"Duy Tân, tên thật là Nguyễn Phúc Vĩnh San, sinh tại Huế, Thừa Thiên Huế. Ông lên ngôi năm 1907 khi mới 7 tuổi, kế vị vua Thành Thái. Khi Thành Thái bị đưa đi lưu đày, ông được đưa lên làm vua vì người Pháp nghĩ có thể dễ kiểm soát, tuy nhiên ông dần tỏ thái độ bất hợp tác với Pháp. Năm 1916, ông bí mật liên lạc với các lãnh tụ của Việt Nam Quang phục Hội như Thái Phiên, Trần Cao Vân, dự định khởi nghĩa. Tuy nhiên, dự định bị bại lộ, ông bị bắt ngày 6/5/1916, tới ngày 3/11/1916, ông bị đem an trí trên đảo Réunion. Trong Thế chiến II, ông gia nhập quân Đồng minh chống phát xít Đức. Ông tử nạn trong tai nạn máy bay ở Cộng hoà Trung Phi. Ngày 28/3/1987, thi hài ông được đưa từ Trung Phi về Việt Nam, an táng tại Lăng Dục Đức, cạnh lăng mộ vua cha Thành Thái.",Hoàng đế,,Nhà Nguyễn & Pháp thuộc,"Hoàng đế Đại Nam, vị vua thứ 11 của nhà Nguyễn",,,,,,,19/9/1900 - 26/12/1945
false,Ga Hà Đông,Khác,,,,,,,,,,,,,
true,Gạch,Địa danh,,"Ngõ Gạch là một địa danh cổ ở Hà Nội. Trước đây, phố này chuyên bán gạch, ngói và vôi.",,,,,,,,,,,
false,Gầm Cầu,Địa danh,,,,,,,,,,,,,
true,Gia Ngư,Địa danh,,,,"Đánh cá, vận tải thủy, buôn bán ven hồ",,,,,,,,,
false,Gia Quất,Địa danh,,,,,,,,,,,,,
false,Gia Thượng,Địa danh,,,,,,,,,,,,,
false,Gia Thuỵ,Địa danh,,,,,,,,,,,,,
false,Gia Tụ,Địa danh,,,,,,,,,,,,,
true,Giải Phóng,Tư tưởng xã hội,,"Đường Giải phóng được đặt tên để ghi nhớ sự kiện Giải phóng Thủ đô vào ngày 10/10/1954, đồng thời thể hiện khát vọng giải phóng miền Nam trong giai đoạn Kháng chiến chống Mỹ.",,,,,,,,,,,
false,Giang Biên,Địa danh,,,,,,,,,,,,,
false,Giang Chính,Không rõ,,,,,,,,,,,,,
false,Giang Lẻ,Không rõ,,,,,,,,,,,,,
true,Giang Văn Minh,Nhân vật lịch sử,Quan chức,"Giang Văn Minh sinh tại làng Kẻ Mía, xã Mông Phụ, phủ Quảng Oai, trấn Sơn Tây (nay thuộc xã Đường Lâm, thị xã Sơn Tây, Hà Nội). Ông đỗ Thám hoa năm 1628 và được triều đình Lê Trung Hưng giao nhiều trọng trách. Năm 1637, ông làm chánh sứ sang nhà Minh, nổi tiếng với thái độ đối đáp cứng cỏi trước triều đình Trung Quốc. Theo ghi chép, ông mất tại Bắc Kinh trong thời gian thực hiện sứ mệnh ngoại giao. Sau khi mất, ông được truy tặng chức Công bộ Tả thị lang và tước Vinh Quận công. Tên ông gắn liền với tinh thần bảo vệ danh dự quốc gia trong hoạt động ngoại giao.","Nhà cách mạng, chính trị gia, nhà ngoại giao",,Phân tranh,"Thám hoa triều Lê, Binh khoa đô cấp sự trung, Thái bộc tự khanh, Chánh sứ đi sứ nhà Minh, truy tặng Công bộ Tả thị lang, Vinh Quận công",,,,,,,1573 - 1638
