name:trivia,processedname,ward,trivia,localhero
Hẻm 29/39/14 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Hẻm 29/39/17 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Hẻm 29/39/2 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Hẻm 29/70/16 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Hẻm 29/78/72 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Hẻm 29/78/78 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngách 29/12 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngách 29/39 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngách 29/42 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngách 29/6 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngách 29/62 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngách 29/70 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngách 29/72 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngách 29/78 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngõ 17 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngõ 18 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngõ 21 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngõ 29 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngõ 29/62/23 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Ngõ 29/70 Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Phố Khương Hạ - Khương Đình,Khương Hạ,Khương Đình,,
Hẻm 162/130/11 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Hẻm 162/130/18 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Hẻm 162/130/19 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Hẻm 162/130/24 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Hẻm 162/130/28 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Hẻm 345/69/12 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Hẻm 345/91/27 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 124/24 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 132/58 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 132/64 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 132/68 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 162/130 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 162/27 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/149 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/171 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/203 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/229 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/237 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/247 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/60 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/71 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/82 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 211/85 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 250/12 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 250/20 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 345/2 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 345/40 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 345/60 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 345/81 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 345/91 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 47/41 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngách 97/1 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 102 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 124 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 126 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 132 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 162 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 172 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 179 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 211 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 211/1 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 237 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 250 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 259 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 267 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 291 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 315 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 32 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 345 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 47 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 54 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 61 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 63 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 67 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 72 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 79 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Ngõ 97 Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Phố Khương Trung - Khương Đình,Khương Trung,Khương Đình,,
Cầu Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngách 20/28 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngách 64/33 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 12 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 14 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 20 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 22 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 30 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 34 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 4 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 40 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 42 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 50 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 52 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 64 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Ngõ 8 Đường Kim Giang - Khương Đình,Kim Giang,Khương Đình,,
Cầu Vượt Ngã Tư Sở - Khương Đình,Ngã Tư Sở,Khương Đình,,
Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Hẻm 129/2/29 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Hẻm 73/26B/3 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Hẻm 73/26B/32 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngách 129/2 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngách 133/20 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngách 263/18 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngách 73/26A Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngách 73/26B Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 105 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 127 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 129 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 133 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 181 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 19 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 235 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 263 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 301 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 335 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 61 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 73 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 75 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Ngõ 97 Đường Nguyễn Trãi - Khương Đình,Nguyễn Trãi,Khương Đình,,
Đường Nguyễn Xiển - Khương Đình,Nguyễn Xiển,Khương Đình,,
Ngõ 111 Đường Nguyễn Xiển - Khương Đình,Nguyễn Xiển,Khương Đình,,
Ngõ 129 Đường Nguyễn Xiển - Khương Đình,Nguyễn Xiển,Khương Đình,,
Ngõ 161 Đường Nguyễn Xiển - Khương Đình,Nguyễn Xiển,Khương Đình,,
Ngõ 171 Đường Nguyễn Xiển - Khương Đình,Nguyễn Xiển,Khương Đình,,
Ngõ 307 Đường Nguyễn Xiển - Khương Đình,Nguyễn Xiển,Khương Đình,,
Ngõ 69 Đường Nguyễn Xiển - Khương Đình,Nguyễn Xiển,Khương Đình,,
Ngõ 75 Đường Nguyễn Xiển - Khương Đình,Nguyễn Xiển,Khương Đình,,
Cầu Thượng Đình - Khương Đình,Thượng Đình,Khương Đình,,
Ngõ 126 Phố Thượng Đình - Khương Đình,Thượng Đình,Khương Đình,,
Ngõ 144 Thượng Đình - Khương Đình,Thượng Đình,Khương Đình,,
Ngõ 17 Phố Thượng Đình - Khương Đình,Thượng Đình,Khương Đình,,
Ngõ 244 Phố Thượng Đình - Khương Đình,Thượng Đình,Khương Đình,,
Ngõ 244 Thượng Đình - Khương Đình,Thượng Đình,Khương Đình,,
Ngõ 44 Phố Thượng Đình - Khương Đình,Thượng Đình,Khương Đình,,
Phố Thượng Đình - Khương Đình,Thượng Đình,Khương Đình,,
Hẻm 86/16/17 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Hẻm 86/16/2 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Hẻm 86/16/23 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Hẻm 86/16/4 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Hẻm 86/16/8 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngách 40/28 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngách 40/30 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngách 40/31 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngách 40/41 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngách 86/16 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 102 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 34 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 40 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 43 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 48 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 86 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 88 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 92 Đường Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Ngõ 93 Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Phố Tô Vĩnh Diện - Khương Đình,Tô Vĩnh Diện,Khương Đình,,
Đường Trường Chinh - Khương Đình,Trường Chinh,Khương Đình,"Đường Trường Chinh là một phần thuộc đường Vành đai 2, kết nối từ cầu Vĩnh Tuy tới cầu Nhật Tân. Trước đây phố là một phần ranh giới giữa huyện Thọ Xương và huyện Thanh Trì.",
Ngõ 361 Trường Chinh - Khương Đình,Trường Chinh,Khương Đình,,
Ngõ 369 Đường Trường Chinh - Khương Đình,Trường Chinh,Khương Đình,,
Hẻm 387/91/15 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 509/106 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 509/107 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 509/112 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 509/122 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 509/68 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 509/78 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 545/2 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 583/1 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 111 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 147 Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 231 Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 241 Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 277 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 295 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 307 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 327 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 361 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 371 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 387 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 481 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 481 Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 509 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 521 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 545 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 583 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 583 Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 609 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 619 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 645 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 665 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 695 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngõ 93 Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Phố Vũ Tông Phan - Khương Đình,Vũ Tông Phan,Khương Đình,,
Ngách 164/36 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngách 164/41 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngách 164/54 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngách 164/62 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngách 164/85 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngõ 146 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngõ 164 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngõ 168 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngõ 168 Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngõ 186 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
Ngõ 188 Phố Vương Thừa Vũ - Khương Đình,Vương Thừa Vũ,Khương Đình,,
"Hẻm 358/25/86 Phố Bùi Xương Trạch - Khương Đình, Định Công",Bùi Xương Trạch,"Khương Đình, Định Công",,TRUE
"Ngách 271/12 Phố Bùi Xương Trạch - Khương Đình, Định Công",Bùi Xương Trạch,"Khương Đình, Định Công",,TRUE
"Ngách 271/14 Phố Bùi Xương Trạch - Khương Đình, Định Công",Bùi Xương Trạch,"Khương Đình, Định Công",,TRUE
"Ngách 271/92 Phố Bùi Xương Trạch - Khương Đình, Định Công",Bùi Xương Trạch,"Khương Đình, Định Công",,TRUE
"Ngách 358/25 Phố Bùi Xương Trạch - Khương Đình, Định Công",Bùi Xương Trạch,"Khương Đình, Định Công",,TRUE
"Ngõ 271 Phố Bùi Xương Trạch - Khương Đình, Định Công",Bùi Xương Trạch,"Khương Đình, Định Công",,TRUE
"Ngõ 295 Phố Bùi Xương Trạch - Khương Đình, Định Công",Bùi Xương Trạch,"Khương Đình, Định Công",,TRUE
"Phố Bùi Xương Trạch - Khương Đình, Định Công",Bùi Xương Trạch,"Khương Đình, Định Công",,TRUE
"Ngõ 45 Phố Định Công Thượng - Khương Đình, Định Công",Định Công Thượng,"Khương Đình, Định Công",,
"Đường Kim Giang - Khương Đình, Định Công",Kim Giang,"Khương Đình, Định Công",,
"Ngõ 66 Đường Kim Giang - Khương Đình, Định Công",Kim Giang,"Khương Đình, Định Công",,
"Ngách 192/248 Phố Lê Trọng Tấn - Khương Đình, Định Công",Lê Trọng Tấn,"Khương Đình, Định Công",,
"Đường Nguyễn Xiển - Khương Đình, Định Công",Nguyễn Xiển,"Khương Đình, Định Công",,
"Đường Phạm Tu - Khương Đình, Định Công",Phạm Tu,"Khương Đình, Định Công",,TRUE
"Phố Vũ Tông Phan - Khương Đình, Định Công",Vũ Tông Phan,"Khương Đình, Định Công",,
"Đường Trường Chinh - Khương Đình, Đống Đa",Trường Chinh,"Khương Đình, Đống Đa","Đường Trường Chinh là một phần thuộc đường Vành đai 2, kết nối từ cầu Vĩnh Tuy tới cầu Nhật Tân. Trước đây phố là một phần ranh giới giữa huyện Thọ Xương và huyện Thanh Trì.",
"Cầu Vượt Ngã Tư Sở - Khương Đình, Kim Liên",Ngã Tư Sở,"Khương Đình, Kim Liên",,
"Phố Hoàng Văn Thái - Khương Đình, Phương Liệt",Hoàng Văn Thái,"Khương Đình, Phương Liệt",,
"Ngách 211/249 Phố Khương Trung - Khương Đình, Phương Liệt",Khương Trung,"Khương Đình, Phương Liệt",,
"Ngõ 211 Phố Khương Trung - Khương Đình, Phương Liệt",Khương Trung,"Khương Đình, Phương Liệt",,
"Phố Tô Vĩnh Diện - Khương Đình, Phương Liệt",Tô Vĩnh Diện,"Khương Đình, Phương Liệt",,
"Đường Tôn Thất Tùng mở rộng - Khương Đình, Phương Liệt",Tôn Thất Tùng,"Khương Đình, Phương Liệt",,
"Đường Trường Chinh - Khương Đình, Phương Liệt",Trường Chinh,"Khương Đình, Phương Liệt","Đường Trường Chinh là một phần thuộc đường Vành đai 2, kết nối từ cầu Vĩnh Tuy tới cầu Nhật Tân. Trước đây phố là một phần ranh giới giữa huyện Thọ Xương và huyện Thanh Trì.",
"Ngõ 108 Phố Vương Thừa Vũ - Khương Đình, Phương Liệt",Vương Thừa Vũ,"Khương Đình, Phương Liệt",,
"Ngõ 146 Phố Vương Thừa Vũ - Khương Đình, Phương Liệt",Vương Thừa Vũ,"Khương Đình, Phương Liệt",,
"Ngõ 199 Vương Thừa Vũ - Khương Đình, Phương Liệt",Vương Thừa Vũ,"Khương Đình, Phương Liệt",,
"Ngõ 2 Phố Vương Thừa Vũ - Khương Đình, Phương Liệt",Vương Thừa Vũ,"Khương Đình, Phương Liệt",,
"Ngõ 26 Vương Thừa Vũ - Khương Đình, Phương Liệt",Vương Thừa Vũ,"Khương Đình, Phương Liệt",,
"Ngõ 66 Phố Vương Thừa Vũ - Khương Đình, Phương Liệt",Vương Thừa Vũ,"Khương Đình, Phương Liệt",,
"Ngõ 98 Phố Vương Thừa Vũ - Khương Đình, Phương Liệt",Vương Thừa Vũ,"Khương Đình, Phương Liệt",,
"Phố Vương Thừa Vũ - Khương Đình, Phương Liệt",Vương Thừa Vũ,"Khương Đình, Phương Liệt",,
"Đường Nguyễn Trãi - Khương Đình, Thanh Liệt",Nguyễn Trãi,"Khương Đình, Thanh Liệt",,
"Đường Khuất Duy Tiến - Khương Đình, Thanh Xuân",Khuất Duy Tiến,"Khương Đình, Thanh Xuân",,
Ngách 1/16 Phố Ba La - Kiến Hưng,Ba La,Kiến Hưng,,
Ngõ 1 Phố Ba La - Kiến Hưng,Ba La,Kiến Hưng,,
Ngõ 15 Phố Ba La - Kiến Hưng,Ba La,Kiến Hưng,,
Ngõ 42 Phố Ba La - Kiến Hưng,Ba La,Kiến Hưng,,
Ngõ 89 Phố Ba La - Kiến Hưng,Ba La,Kiến Hưng,,
Ngõ 111 Đường Cầu Bươu - Kiến Hưng,Cầu Bươu,Kiến Hưng,,
Ngõ 90 Đường Cầu Bươu - Kiến Hưng,Cầu Bươu,Kiến Hưng,,
Ngõ 91 Đường Cầu Bươu - Kiến Hưng,Cầu Bươu,Kiến Hưng,,
Ngõ 67 Phố Cửa Quán - Kiến Hưng,Cửa Quán,Kiến Hưng,,
Ngõ 71 Phố Cửa Quán - Kiến Hưng,Cửa Quán,Kiến Hưng,,
Ngõ 75 Phố Cửa Quán - Kiến Hưng,Cửa Quán,Kiến Hưng,,
